"source_id","city"
"doc_mail_id_m_094129","Джанкой"
"doc_apteka_RPS_03480","Джубга"
"doc_mobile_Id_075125","Дзержинск"
"doc_mobile_Id_337537","Дзержинский"
"doc_mobile_Id_084494","Дзержинское"
"doc_mobile_Id_316282","Дивеево"
"doc_mobile_Id_158670","Дивногорск"
"doc_mobile_Id_154801","Дивное"
"doc_apteka_RPS_03038","Дивноморское"
"prodoc_1066455-kozhina","Дигора"
"doc_mobile_Id_119921","Димитровград"
"doc_mobile_Id_191183","Динская"
"prodoc_740903-belikova","Дмитриев"
"doc_mail_id_m_013605","Дмитриевка"
"doc_mobile_Id_096028","Дмитров"
"doc_mobile_Id_267500","Дмитровск"
"doc_apteka_RPS_new_31490","Дмитровское"
"doc_apteka_RPS_new_25189","Днепровская"
"prodoc_709560-yaruzhnaya","Дно"
"doc_apteka_RPS_new_22703","Добринка"
"doc_mobile_Id_118873","Доброе"
"doc_mail_id_m_039687","Добрянка"
"doc_mobile_Id_054420","Долгодеревенское"
"doc_mobile_Id_225594","Долгое"
"doc_mail_id_m_054471","Долгопрудный"
"doc_mail_id_m_092174","Долгоруково"
"doc_apteka_RPS_new_08432","Долинск"
"doc_apteka_RPS_36068","Домбай"
"doc_mobile_Id_090676","Домбаровский"
"doc_mobile_Id_268229","Домна"
"doc_mobile_Id_220521","Домодедово"
"doc_mobile_Id_217700","Донецк"
"doc_mobile_Id_310284","Донское"
"doc_mobile_Id_238197","Донской"
"prodoc_704867-varganova","Дорогобуж"
"doc_apteka_RPS_05910","Дорохово"
"doc_mobile_Id_183004","Дрезна"
"doc_mobile_Id_198042","Дрожжино"
"doc_apteka_RPS_03601","Дрокино"
"doc_mobile_Id_306887","Дружино"
"doc_mobile_Id_084817","Дубенки"
"doc_apteka_RPS_67716","Дубинино"
"doc_mobile_Id_107340","Дубки"
"doc_mobile_Id_137844","Дубна"
"prodoc_554704-filippova","Дубовка"
"doc_mobile_Id_054820","Дубовое"
"doc_mobile_Id_238183","Дубовское"
"doc_mobile_Id_239400","Дубовый Умет"
"doc_mobile_Id_076122","Дубровицы"
"doc_mobile_Id_262408","Дубровка"
"prodoc_442993-merenchuk","Дудинка"
"doc_mobile_Id_107591","Дульдурга"
"doc_mobile_Id_047082","Духовницкое"
"prodoc_659163-sudareva","Духовщина"
"doc_apteka_RPS_02243","Дыгулыбгей"
"doc_mobile_Id_238293","Дылым"
"doc_mobile_Id_255611","Дьячево"
"prodoc_907405-nurmehamitova","Дюртюли"
"doc_mobile_Id_124151","Дютьково"
"prodoc_579001-dovgalyuk","Дятьково"
"doc_mobile_Id_178453","Евпатория"
"doc_mobile_Id_220844","Егорлыкская"
"doc_mobile_Id_231905","Егорьевск"
"doc_mobile_Id_171140","Ейск"
"doc_mobile_Id_197015","Екатеринбург"
"doc_apteka_RPS_new_15913","Екатериновка"
"doc_mobile_Id_102524","Екатеринославка"
"doc_apteka_RPS_new_20820","Елабуга"
"doc_mail_id_m_104327","Еланцы"
"doc_mail_id_m_109707","Елань"
"doc_mobile_Id_264779","Елатьма"
"prodoc_421630-sanina","Елец"
"doc_mobile_Id_177468","Елизаветинская"
"doc_mobile_Id_096733","Елизово"
"doc_apteka_RPS_new_32063","Елино"
"doc_mobile_Id_251097","Елкин"
"doc_mail_id_m_040481","Елово"
"doc_mobile_Id_066287","Елховка"
"doc_mobile_Id_244150","Елшанка"
"prodoc_1029313-ivanova","Ельня"
"doc_mail_id_m_001948","Еманжелинск"
"doc_apteka_RPS_12281","Ембаево"
"doc_mail_id_m_099478","Емва"
"doc_mobile_Id_260104","Емельяновка"
"doc_apteka_RPS_34533","Емельяново"
"prodoc_940089-otcheskaya","Енисейск"
"doc_mobile_Id_238104","Енотаевка"
"doc_apteka_RPS_new_07074","Епифань"
"doc_mobile_Id_352813","Ерино"
"doc_mail_id_m_095205","Ермаковское"
"doc_mobile_Id_032571","Ермекеево"
"doc_mobile_Id_263756","Ермишь"
"doc_apteka_RPS_new_29308","Ермолаево"
"prodoc_1023350-makarenkova","Ермолино"
"doc_mobile_Id_055495","Ершичи"
"prodoc_979656-igonin","Ершов"
"doc_mobile_Id_113183","Ершово"
"doc_mobile_Id_136991","Ессентуки"
"doc_mobile_Id_172370","Ессентукская"
"doc_mail_id_m_002161","Еткуль"
"doc_apteka_RPS_new_25231","Ефимовский"
"doc_mobile_Id_127563","Ефремов"
"doc_apteka_RPS_05921","Жаворонки"
"doc_apteka_RPS_new_13515","Жарковский"
"doc_apteka_RPS_10450","Жатай"
"doc_mobile_Id_346227","Ждановский"
"doc_mobile_Id_082841","Железноводск"
"doc_apteka_RPS_03610","Железногорск"
"prodoc_722442-tirikov","Железногорск (Красноярский Край)"
"doc_mobile_Id_347841","Железногорск-Илимский"
"doc_mobile_Id_346058","Железнодорожный"
"prodoc_318866-boychenko","Железнодорожный (Балашиха)"
"doc_mobile_Id_239188","Жемчужный"
"doc_mobile_Id_054056","Жердевка"
"doc_mobile_Id_046371","Жешарт"
"doc_mobile_Id_333203","Жигалово"
"doc_mobile_Id_084835","Жиганск"
"doc_apteka_RPS_09044","Жигулевск"
"prodoc_456310-bushkova","Жигулёвск"
"doc_mail_id_m_102314","Жиздра"
"doc_mobile_Id_351780","Жилино"
"doc_mobile_Id_124024","Жирновск"
"doc_apteka_RPS_05934","Жостово"
"prodoc_701437-temirov","Жуков"
"doc_mobile_Id_266877","Жуковка"
"doc_mobile_Id_113731","Жуковский"
"doc_mail_id_m_105994","Забайкальск"
"doc_mobile_Id_345204","Заболотовка"
"doc_mobile_Id_046452","Заборье"
"doc_apteka_RPS_new_12346","Заброды"
"doc_mail_id_m_036885","Заветное"
"doc_mobile_Id_327887","Заветный"
"prodoc_705412-ivanichenko","Завитинск"
"doc_apteka_RPS_new_01260","Заводоуковск"
"prodoc_731942-lapina","Заволжск"
"prodoc_984618-rabazanov","Заволжье"
"doc_mobile_Id_055405","Заворонежское"
"doc_mobile_Id_346551","Завьялово"
"doc_mobile_Id_350382","Загорск"
"doc_apteka_RPS_68166","Загорянский"
"prodoc_682933-tandelova","Задонск"
"doc_mail_id_m_111006","Заиграево"
"doc_apteka_RPS_11537","Заинск"
"prodoc_920648-sadaeva","Закаменск"
"doc_mobile_Id_238577","Залари"
"doc_mobile_Id_042745","Залесово"
"doc_mobile_Id_178490","Заозерное"
"doc_mobile_Id_099508","Заозерный"
"doc_apteka_RPS_new_19944","Заозерск"
"prodoc_1003329-salomatova","Заозёрный"
"prodoc_647466-nikishov","Заозёрск"
"doc_mobile_Id_242930","Заокский"
"doc_apteka_RPS_new_25165","Западная Двина"
"prodoc_987189-grosshtyayn","Заполярный"
"doc_apteka_RPS_05942","Запрудный"
"doc_mobile_Id_300168","Запрудня"
"doc_mobile_Id_060506","Запутное"
"doc_mobile_Id_057735","Зарайск"
"doc_mail_id_m_041334","Заречный"
"prodoc_661091-chebanova","Заречный (Пензенская Область)"
"doc_mobile_Id_313503","Заречье"
"prodoc_516875-vaygent","Заринск"
"doc_apteka_RPS_new_03165","Зарубино"
"doc_mobile_Id_305414","Засечное"
"doc_mobile_Id_237564","Заюково"
"doc_mobile_Id_241846","Звездный Городок"
"prodoc_703254-kornilova","Звенигово"
"doc_mobile_Id_334336","Звенигород"
"doc_mobile_Id_120683","Зверево"
"doc_apteka_RPS_new_19494","Звериноголовское"
"doc_mail_id_m_094414","Зеленогорск"
"doc_mobile_Id_042882","Зеленогорский"
"doc_mobile_Id_115213","Зеленоград"
"doc_apteka_RPS_new_15514","Зеленоградск"
"doc_mobile_Id_054409","Зеленодольск"
"prodoc_1065582-shut","Зеленокумск"
"doc_mobile_Id_188251","Зеленчукская"
"doc_mobile_Id_064225","Зеленый Город"
"doc_mobile_Id_104439","Зеленый Холм"
"doc_mail_id_m_041262","Земетчино"
"doc_mobile_Id_200654","Зерноград"
"doc_mobile_Id_236010","Зея"
"doc_mobile_Id_053078","Зилаир"
"doc_mobile_Id_238579","Зима"
"doc_mobile_Id_238192","Зимовники"
"doc_apteka_RPS_new_13679","Златоуст"
"prodoc_743905-litvinova","Злынка"
"prodoc_705850-konovalenko","Змеиногорск"
"doc_mail_id_m_013536","Знаменка"
"doc_mobile_Id_108616","Знаменск"
"doc_mobile_Id_216706","Знаменское"
"doc_mobile_Id_193605","Знамя Октября"
"doc_mobile_Id_238387","Золотково"
"doc_apteka_RPS_09048","Зольное"
"doc_mobile_Id_345126","Зональное"
"doc_mobile_Id_261727","Зубова Поляна"
"doc_apteka_RPS_48504","Зубово"
"prodoc_746071-goryacheva","Зубцов"
"doc_apteka_RPS_new_24611","Зудилово"
"doc_mobile_Id_238743","Зуевка"
"doc_mobile_Id_100633","Зуя"
"doc_mobile_Id_238657","Зырянка"
"doc_apteka_RPS_new_14699","Зырянское"
"doc_mobile_Id_098786","Ибреси"
"doc_mobile_Id_179393","Ивангород"
"doc_apteka_RPS_new_16014","Ивановка"
"doc_mobile_Id_091012","Иваново"
"doc_apteka_RPS_new_19971","Ивановская"
"doc_apteka_RPS_new_16989","Ивановское"
"doc_mobile_Id_136877","Ивантеевка"
"prodoc_633116-zigmantovich","Ивдель"
"doc_mail_id_m_111870","Ивня"
"doc_mobile_Id_159990","Иволгинск"
"doc_mobile_Id_136915","Игарка"
"doc_mobile_Id_354701","Иглино"
"doc_mobile_Id_244627","Игра"
"doc_mail_id_m_004359","Игрим"
"doc_mail_id_m_151060","Ижевск"
"doc_mail_id_m_099540","Ижма"
"doc_mobile_Id_104627","Избербаш"
"doc_apteka_RPS_12284","Излучинск"
"doc_mobile_Id_040334","Измайлово"
"doc_mobile_Id_095364","Измалково"
"doc_mobile_Id_298114","Изобильный"
"doc_mobile_Id_030563","Ики-Бурул"
"doc_mail_id_m_115181","Икряное"
"doc_mobile_Id_221446","Икша"
"doc_mail_id_m_094744","Иланский"
"doc_mobile_Id_125513","Илек"
"doc_mobile_Id_083248","Иловля"
"doc_mobile_Id_266856","Ильинский"
"doc_apteka_RPS_new_31491","Ильинское"
"doc_mobile_Id_352358","Ильинское-Усово"
"doc_apteka_RPS_35168","Ильинское-Хованское"
"doc_apteka_RPS_63616","Ильский"
"doc_apteka_RPS_04223","Им. Карла Либкнехта"
"doc_mobile_Id_238531","Имени Морозова"
"doc_mail_id_m_013529","Инжавино"
"prodoc_602784-shilova","Инза"
"doc_mobile_Id_178860","Инкерман"
"doc_mobile_Id_077012","Иннополис"
"doc_mail_id_m_014120","Иноземцево"
"doc_mobile_Id_081905","Инсар"
"doc_mobile_Id_095213","Инской"
"prodoc_977613-pulyalina","Инта"
"doc_mail_id_m_014219","Ипатово"
"doc_mobile_Id_346493","Ирбит"
"prodoc_263306-ivanova","Иркутск"
"doc_apteka_RPS_new_23000","Исаклы"
"doc_mobile_Id_232178","Исетское"
"doc_mobile_Id_182143","Исилькуль"
"doc_mobile_Id_091581","Искателей"
"prodoc_447822-tarascova","Искитим"
"doc_apteka_RPS_02241","Исламей"
"doc_mail_id_m_041440","Исса"
"doc_mobile_Id_158199","Истра"
"doc_mobile_Id_238450","Исянгулово"
"doc_mobile_Id_187025","Ишеевка"
"doc_mobile_Id_230296","Ишим"
"doc_mobile_Id_032469","Ишимбай"
"doc_mobile_Id_093297","Йошкар-Ола"
"doc_mobile_Id_215674","Каа-Хем"
"doc_mobile_Id_205995","Кабанск"
"doc_mobile_Id_108963","Кабардинка"
"doc_mobile_Id_099167","Кавалерово"
"doc_apteka_RPS_new_04054","Кавказская"
"doc_mobile_Id_054919","Кавказский"
"doc_mail_id_m_036310","Кагальницкая"
"doc_mobile_Id_046449","Кадом"
"doc_mobile_Id_124329","Кадуй"
"doc_apteka_RPS_new_15877","Кадый"
"doc_mobile_Id_238246","Казанская"
"doc_mobile_Id_238705","Казанское"
"doc_mobile_Id_219315","Казань"
"doc_mobile_Id_146641","Казачинское"
"doc_mobile_Id_322188","Калач"
"doc_mobile_Id_335297","Калач-На-Дону"
"doc_mobile_Id_078638","Калачинск"
"doc_mail_id_m_101928","Калевала"
"doc_mail_id_m_103600","Калининград"
"doc_mobile_Id_187523","Калининец"
"doc_mobile_Id_029924","Калинино"
"doc_mobile_Id_293884","Калининск"
"doc_mobile_Id_102387","Калининская"
"doc_mobile_Id_102365","Калманка"
"prodoc_640911-kozlova","Калтан"
"doc_mobile_Id_042728","Калтасы"
"doc_mobile_Id_104945","Калуга"
"doc_mobile_Id_045604","Калязин"
"prodoc_1016971-simagina","Камбарка"
"doc_mobile_Id_101937","Каменка"
"prodoc_746277-sherbich","Каменногорск"
"doc_mobile_Id_092672","Каменномостское"
"doc_mobile_Id_288969","Каменоломни"
"doc_mail_id_m_111047","Каменск"
"prodoc_412036-shilkina","Каменск-Уральский"
"doc_mobile_Id_269997","Каменск-Шахтинский"
"doc_mobile_Id_239573","Каменский"
"doc_mobile_Id_268750","Каменское"
"doc_mobile_Id_094358","Камень-На-Оби"
"doc_mobile_Id_238572","Камень-Рыболов"
"doc_mobile_Id_092339","Камешково"
"doc_apteka_RPS_11895","Камск"
"doc_mobile_Id_054978","Камские Поляны"
"doc_mobile_Id_055541","Камское Устье"
"prodoc_697100-hiyaliev","Камызяк"
"doc_apteka_RPS_new_00479","Камышин"
"doc_mobile_Id_080823","Камышла"
"doc_mobile_Id_025721","Камышлов"
"doc_mobile_Id_356986","Канаш"
"doc_mobile_Id_233201","Кандалакша"
"doc_apteka_RPS_new_03494","Кандры"
"doc_mobile_Id_186821","Каневская"
"doc_mobile_Id_054228","Канск"
"doc_apteka_RPS_41577","Кантемировка"
"doc_mobile_Id_351675","Капустин Яр"
"prodoc_826119-karban","Карабаново"
"doc_mobile_Id_355240","Карабаш"
"doc_mobile_Id_094079","Карабинка"
"doc_mobile_Id_034026","Карабиха"
"doc_mobile_Id_238308","Карабудахкент"
"doc_mobile_Id_118661","Карабулак"
"doc_mobile_Id_264238","Карагай"
"doc_apteka_RPS_00454","Караидель"
"doc_apteka_RPS_new_25209","Каракулино"
"prodoc_579975-bicadze","Карасук"
"doc_mobile_Id_094469","Карата"
"doc_mail_id_m_094463","Каратузское"
"doc_mail_id_m_102101","Карачаевск"
"doc_mobile_Id_050185","Карачев"
"doc_mobile_Id_102098","Каргаполье"
"doc_mobile_Id_046566","Каргасок"
"prodoc_801530-remizova","Каргат"
"prodoc_705939-popova","Каргополь"
"doc_mobile_Id_264649","Кардымово"
"doc_mobile_Id_050437","Карла Либкнехта"
"doc_mobile_Id_094143","Кармаскалы"
"prodoc_577949-vaybert","Карпинск"
"doc_mobile_Id_351335","Карпогоры"
"doc_mobile_Id_017163","Карпысак"
"doc_mobile_Id_091225","Карталы"
"doc_mobile_Id_105157","Карымское"
"doc_mobile_Id_155615","Касимов"
"doc_apteka_RPS_12290","Каскара"
"doc_mobile_Id_029459","Касли"
"doc_mobile_Id_094601","Каспийск"
"doc_mobile_Id_096055","Касторное"
"doc_mobile_Id_238321","Касумкент"
"prodoc_591891-lobyrina","Катав-Ивановск"
"prodoc_704836-speshilov","Катайск"
"doc_mobile_Id_285405","Качканар"
"doc_mobile_Id_238716","Качуг"
"doc_apteka_RPS_08503","Кашары"
"doc_mail_id_m_010988","Кашин"
"doc_mail_id_m_050891","Кашира"
"doc_mobile_Id_120942","Каширское"
"doc_mail_id_m_103736","Кашхатау"
"doc_mobile_Id_091955","Каякент"
"doc_mobile_Id_047175","Кваркено"
"doc_mobile_Id_340176","Кедровый"
"doc_mobile_Id_262453","Кез"
"doc_mail_id_m_132020","Кемерово"
"doc_mobile_Id_238224","Кемля"
"doc_mail_id_m_101919","Кемь"
"doc_apteka_RPS_new_18933","Керчь"
"doc_mobile_Id_186727","Кетово"
"doc_mail_id_m_102915","Кетченеры"
"doc_mobile_Id_239483","Кидеро"
"doc_mobile_Id_108323","Киевский"
"doc_apteka_RPS_03060","Киевское"
"doc_mobile_Id_238142","Кижинга"
"prodoc_568832-lebedeva","Кизел"
"doc_mobile_Id_157402","Кизильское"
"doc_mail_id_m_106687","Кизилюрт"
"doc_mobile_Id_218529","Кизляр"
"doc_mobile_Id_101669","Кизнер"
"doc_apteka_RPS_new_20823","Кикнур"
"doc_apteka_RPS_new_23239","Кильдинстрой"
"doc_mobile_Id_260504","Кильмезь"
"prodoc_686525-brezhneva","Кимовск"
"prodoc_1011871-abu-morad","Кимры"
"doc_mail_id_m_092635","Кингисепп"
"doc_mobile_Id_267841","Кинель"
"doc_mail_id_m_033453","Кинель-Черкассы"
"doc_mobile_Id_066387","Кинешма"
"doc_mail_id_m_113385","Киргиз-Мияки"
"prodoc_928562-brovchenko","Киреевск"
"prodoc_701566-mallaeva","Киренск"
"doc_mobile_Id_243124","Киржач"
"prodoc_740942-chernyaev","Кириллов"
"doc_mobile_Id_350602","Кирицы"
"doc_mobile_Id_221679","Кириши"
"doc_mobile_Id_270212","Киров"
"prodoc_784386-cherpakova","Киров, Калужская Область"
"prodoc_1036337-zorin","Кировград"
"doc_mobile_Id_157790","Кирово-Чепецк"
"doc_mobile_Id_097866","Кировск"
"prodoc_878805-mateshin","Кировск (Ленинградская)"
"prodoc_686725-shabliy","Кировск (Мурманская)"
"doc_apteka_RPS_new_25128","Кировская"
"doc_mobile_Id_094982","Кировский"
"doc_mobile_Id_262598","Кировское"
"doc_mobile_Id_313576","Кирс"
"prodoc_1005636-tuchkova","Кирсанов"
"doc_apteka_RPS_02597","Киселевск"
"prodoc_880527-bevzyuk","Киселёвск"
"doc_mobile_Id_125425","Кислино"
"doc_apteka_RPS_67003","Кислово"
"doc_mail_id_m_014504","Кисловодск"
"doc_mail_id_m_108827","Кичменгский Городок"
"doc_mobile_Id_181852","Киясово"
"doc_mobile_Id_060330","Клемятино"
"doc_mobile_Id_106610","Клетня"
"doc_mobile_Id_002776","Клетская"
"doc_apteka_RPS_new_12968","Климово"
"prodoc_1019710-rubitel","Климовск"
"doc_mobile_Id_154255","Клин"
"doc_mobile_Id_102031","Клинцы"
"doc_mobile_Id_268476","Ключи"
"doc_mobile_Id_266040","Клявлино"
"prodoc_746342-petrunin","Княгинино"
"doc_mobile_Id_202341","Ковалевка"
"prodoc_675545-dorohina","Ковдор"
"doc_mobile_Id_141349","Ковернино"
"doc_mobile_Id_040380","Ковров"
"prodoc_637901-zabrodina","Ковылкино"
"doc_apteka_RPS_new_33209","Когалым"
"doc_apteka_RPS_new_01016","Кодинск"
"doc_apteka_RPS_12118","Кожевниково"
"doc_mobile_Id_276162","Козельск"
"doc_apteka_RPS_new_03812","Козловка"
"doc_mobile_Id_323982","Козьмодемьянск"
"doc_apteka_RPS_new_04447","Койгородок"
"doc_mobile_Id_285447","Кокошкино"
"doc_apteka_RPS_08504","Коксовый"
"doc_mobile_Id_092758","Кокуй"
"doc_mobile_Id_050609","Кола"
"doc_mobile_Id_178314","Коломна"
"doc_mail_id_m_043692","Колосовка"
"doc_mobile_Id_130529","Колпашево"
"doc_apteka_RPS_36459","Колпино"
"doc_mobile_Id_090354","Колпна"
"doc_apteka_RPS_new_17830","Колтуши"
"doc_apteka_RPS_new_10450","Колчаново"
"doc_mobile_Id_158810","Колывань"
"doc_mail_id_m_041214","Колышлей"
"doc_mail_id_m_045606","Кольцово"
"doc_mobile_Id_356579","Кольчугино"
"doc_apteka_RPS_new_31843","Колюбакино"
"doc_mobile_Id_214752","Коммунар"
"doc_apteka_RPS_new_32171","Коммунарка"
"prodoc_744706-obrezkova","Комсомольск"
"doc_mobile_Id_346562","Комсомольск-На-Амуре"
"doc_mobile_Id_136888","Комсомольск-На-Печоре"
"doc_mobile_Id_238155","Комсомольский"
"doc_mobile_Id_094186","Комсомольское"
"doc_mail_id_m_010714","Конаково"
"doc_mobile_Id_239297","Кондоль"
"doc_mobile_Id_104365","Кондопога"
"doc_mobile_Id_157583","Кондратово"
"doc_mail_id_m_102517","Кондрово"
"doc_mail_id_m_115919","Коноша"
"doc_mobile_Id_101029","Константиновка"
"doc_apteka_RPS_06003","Константиново"
"doc_mobile_Id_094952","Константиновск"
"doc_apteka_RPS_11142","Константиновская"
"doc_mobile_Id_000376","Контошино"
"doc_mobile_Id_203215","Кончезеро"
"doc_mobile_Id_200713","Копейск"
"prodoc_705746-dobychin","Кораблино"
"doc_mobile_Id_333576","Коренево"
"doc_mobile_Id_059463","Кореновск"
"doc_mobile_Id_152179","Коркино"
"doc_mobile_Id_307812","Коркмаскала"
"doc_mobile_Id_173145","Кормиловка"
"doc_apteka_RPS_new_33160","Королев"
"prodoc_1005748-almama","Королёв"
"doc_mobile_Id_238274","Короча"
"prodoc_972933-zazimko","Корсаков"
"doc_mobile_Id_237713","Корсаково"
"doc_mobile_Id_261275","Корткерос"
"prodoc_955279-sovershaev","Коряжма"
"doc_mobile_Id_042741","Косиха"
"doc_mobile_Id_323168","Космодемьянское"
"doc_apteka_RPS_02920","Костино"
"doc_mobile_Id_191899","Костомукша"
"doc_mobile_Id_111499","Кострома"
"doc_mobile_Id_219975","Котельники"
"prodoc_694155-adzieva","Котельниково"
"doc_mobile_Id_157827","Котельнич"
"doc_mobile_Id_096164","Котлас"
"prodoc_586477-ezheleva","Котово"
"doc_mail_id_m_013716","Котовск"
"doc_mobile_Id_296972","Кохма"
"doc_mail_id_m_040491","Кочево"
"doc_apteka_RPS_65169","Коченево"
"doc_mobile_Id_169751","Кочкурово"
"doc_apteka_RPS_11143","Кочубеевское"
"doc_mobile_Id_251103","Кочубей"
"doc_mobile_Id_090133","Кош-Агач"
"doc_mobile_Id_264507","Кошехабль"
"doc_mobile_Id_190464","Кошки"
"prodoc_744361-zbarazhskaya","Красавино"
"doc_mobile_Id_219602","Красково"
"doc_mobile_Id_098288","Красная Гора"
"doc_mobile_Id_214306","Красная Горка"
"doc_mobile_Id_045457","Красная Заря"
"doc_mobile_Id_037596","Красная Пахра"
"doc_mobile_Id_232119","Красная Поляна"
"doc_apteka_RPS_01115","Красная Яруга"
"doc_mobile_Id_036506","Красноармейск"
"prodoc_688226-narycheva","Красноармейск, Со"
"doc_mobile_Id_099464","Красноармейское"
"doc_mobile_Id_046619","Красноборск"
"doc_mail_id_m_101064","Краснобродский"
"prodoc_698194-mitrakova","Красновишерск"
"doc_mobile_Id_238169","Красногвардейское"
"doc_apteka_RPS_06018","Красногорск"
"doc_mobile_Id_100033","Красногорский"
"doc_mobile_Id_005740","Краснодар"
"doc_mobile_Id_311535","Краснодон"
"doc_mail_id_m_111833","Красное"
"doc_mobile_Id_292503","Красное Село"
"doc_mobile_Id_263434","Красное-На-Волге"
"doc_mobile_Id_178435","Краснозаводск"
"doc_mobile_Id_181741","Краснозерское"
"doc_mobile_Id_315222","Краснознаменск"
"prodoc_439997-krupskiy","Краснознаменск (Калининградская Область)"
"doc_mail_id_m_106033","Краснокаменск"
"doc_mobile_Id_082106","Краснокамск"
"doc_mobile_Id_222531","Краснокумское"
"doc_mobile_Id_253015","Краснообск"
"doc_mail_id_m_118214","Краснооктябрьский"
"doc_mobile_Id_017746","Красноорск"
"doc_mobile_Id_123911","Краснопахорское"
"doc_mobile_Id_086620","Красноперекопск"
"doc_mobile_Id_096882","Красноселькуп"
"prodoc_706083-lipaykina","Краснослободск"
"doc_mail_id_m_017103","Краснотурьинск"
"prodoc_688412-ignatova","Красноуральск"
"doc_mobile_Id_032283","Красноусольский"
"doc_mobile_Id_123198","Красноуфимск"
"doc_mobile_Id_080964","Краснощеково"
"prodoc_629630-kolodkina","Красноярск"
"doc_mail_id_m_047264","Красные Баки"
"doc_mobile_Id_179172","Красные Ткачи"
"doc_mobile_Id_046636","Красные Четаи"
"doc_mobile_Id_239530","Красный"
"doc_mobile_Id_027783","Красный Ключ"
"doc_mobile_Id_117608","Красный Курган"
"prodoc_822374-shayahmetova","Красный Кут"
"doc_mobile_Id_202800","Красный Мост"
"doc_apteka_RPS_new_16730","Красный Пахарь"
"doc_mail_id_m_036505","Красный Сулин"
"doc_mobile_Id_323798","Красный Текстильщик"
"prodoc_743944-danilova","Красный Холм"
"doc_mail_id_m_106164","Красный Чикой"
"doc_mobile_Id_170401","Красный Яр"
"doc_mail_id_m_102321","Кременки"
"prodoc_907753-nikolaeva","Кремёнки"
"doc_mail_id_m_047044","Крестцы"
"doc_mobile_Id_251313","Криводановка"
"doc_mobile_Id_254426","Кривошеино"
"doc_apteka_RPS_new_04620","Кривцово"
"doc_apteka_RPS_65393","Кривянская"
"doc_mobile_Id_183301","Кромы"
"doc_mobile_Id_337037","Кронштадт"
"doc_mobile_Id_357438","Кропоткин"
"doc_mobile_Id_081163","Крутинка"
"doc_mobile_Id_238043","Крутиха"
"doc_apteka_RPS_new_24396","Крыловская"
"doc_mobile_Id_082146","Крымск"
"doc_mobile_Id_004221","Крымское"
"doc_mobile_Id_057631","Кстово"
"doc_apteka_RPS_02238","Куба-Таба"
"doc_mobile_Id_083871","Кубинка"
"doc_mail_id_m_043321","Кувандык"
"prodoc_636477-nikitina","Кувшиново"
"doc_mail_id_m_001444","Кугеси"
"doc_apteka_RPS_new_06477","Кугоейская"
"doc_apteka_RPS_11463","Кугуты"
"doc_mobile_Id_145186","Кудрово"
"doc_mobile_Id_046107","Кудымкар"
"doc_mobile_Id_092606","Куеда"
"doc_mobile_Id_083724","Куженер"
"doc_mobile_Id_091289","Кузнецк"
"doc_mobile_Id_190720","Кузнечики"
"doc_mobile_Id_238207","Кузоватово"
"doc_mobile_Id_208172","Кузьминское"
"doc_mobile_Id_022215","Кузьмолово"
"doc_mobile_Id_176927","Кузьмоловский"
"doc_mail_id_m_045434","Куйбышев"
"doc_mobile_Id_262581","Куйбышево"
"doc_mail_id_m_104508","Куйтун"
"doc_mail_id_m_013494","Кукмор"
"doc_mobile_Id_094483","Кулебаки"
"doc_apteka_RPS_08510","Кулешовка"
"doc_mobile_Id_048126","Култаево"
"doc_mail_id_m_117044","Кулунда"
"doc_mobile_Id_200135","Кульдур"
"doc_apteka_RPS_new_14522","Кумены"
"doc_mobile_Id_106745","Кумертау"
"doc_mobile_Id_108747","Кумылженская"
"doc_mail_id_m_003152","Кунашак"
"doc_mobile_Id_083410","Кунгур"
"doc_mobile_Id_306229","Кунгуртуг"
"prodoc_1096282-kalimullina","Купино"
"doc_mobile_Id_094430","Куппа"
"doc_mobile_Id_239097","Курагино"
"doc_mail_id_m_093721","Курган"
"doc_mobile_Id_348551","Курганинск"
"doc_mobile_Id_327450","Курильск"
"doc_mobile_Id_267903","Куркино"
"prodoc_746475-abdirkin","Курлово"
"doc_mail_id_m_042632","Курманаевка"
"prodoc_326205-al-mohamad","Куровское"
"doc_apteka_RPS_02460","Куровской"
"doc_apteka_RPS_37948","Курсавка"
"doc_mobile_Id_263240","Курск"
"doc_mobile_Id_026471","Курская"
"prodoc_695441-kordyukevich","Куртамыш"
"doc_mail_id_m_111036","Курумкан"
"doc_mobile_Id_103971","Курумоч"
"doc_apteka_RPS_13178","Курчалой"
"doc_mail_id_m_093145","Курчатов"
"doc_mobile_Id_254012","Курья"
"prodoc_632914-ivin","Куса"
"doc_mobile_Id_120098","Кутулик"
"doc_apteka_RPS_new_10958","Куть-Ях"
"doc_mail_id_m_016351","Кушва"
"doc_apteka_RPS_new_16044","Кушнаренково"
"doc_mail_id_m_096418","Кущевская"
"doc_mobile_Id_032289","Куяново"
"doc_mail_id_m_093127","Кшенский"
"doc_mobile_Id_229258","Кызыл"
"doc_mobile_Id_090287","Кызыл-Мажалык"
"doc_mobile_Id_075463","Кыра"
"doc_mobile_Id_351791","Кырен"
"doc_mobile_Id_238659","Кысыл-Деревня"
"doc_mobile_Id_238011","Кытманово"
"doc_apteka_RPS_12848","Кыштым"
"doc_apteka_RPS_64261","Кяхта"
"doc_mobile_Id_102909","Л.Толстого"
"doc_apteka_RPS_new_23363","Лабинск"
"doc_mail_id_m_001048","Лабытнанги"
